Armed conflicts and attacks,2016-02-14,The Syrian Observatory for Human Rights says that Turkey has shelled areas held by the Kurdish YPG militia group in Syria's Aleppo Governorate for the second successive day with two YPG fighters reportedly killed. 
Armed conflicts and attacks,2016-02-15,A Turkish soldier is killed following a clash on the Syria–Turkey border with an armed group trying to enter Turkey illegally. The Turkish military says the clash occurred in the Yayladağı district of the Hatay Province. 
Armed conflicts and attacks,2016-02-17,"Military vehicles explode outside a Turkish Armed Forces barracks in Ankara, Turkey, killing at least 28 people and injuring 61 others. Authorities believe a car bomb caused the blast. A senior Turkish security source says initial signs indicate that the outlawed Kurdistan Workers' Party "
Armed conflicts and attacks,2016-02-18,"A roadside bomb hits a military convoy, killing six Turkish Army soldiers in the southeast Diyarbakır Province. "
Armed conflicts and attacks,2016-02-24,Turkish Air Force helicopters struck a group of Kurdistan Workers' Party 
Armed conflicts and attacks,2016-03-04,"Two Turkish police officers are killed and at least 14 others including several civilians are injured by a car bomb attack on a police station in the town of Nusaybin, near the Syria–Turkey border. The Kurdistan Workers Party "
Armed conflicts and attacks,2016-03-12,Turkish Air Force airstrikes reportedly kill at least 67 PKK militants in northern Iraq. 
Armed conflicts and attacks,2016-03-13,Turkey declares a curfew in the town of Yüksekova on the border with Iran as Turkish forces prepare an offensive against the PKK. 
Armed conflicts and attacks,2016-03-16,Authorities in Turkey arrest three academics on charges of ''terrorist propaganda'' after they called for an end to security operations in the country's Kurdish-majority southeast. 
Armed conflicts and attacks,2016-03-31,"A car bomb, targeting an armored vehicle transporting police personnel, explodes close to a bus terminal in the Bağlar district of Diyarbakır, Turkey, killing at least seven police officers and wounding 27 more people, including 13 officers, according to a joint statement by Turkish officials and the police. The attack comes one day before Turkish Prime Minister Ahmet Davutoğlu's scheduled visit to the city. There has been no claim of responsibility. CNN points out both Kurdish rebels and ISIL militants have claimed similar recent incidents. "
Armed conflicts and attacks,2016-04-02,"A bombing kills at least five Turkish soldiers and one special forces police officer in the southeastern city of Nusaybin, near the Syria–Turkey border. "
Armed conflicts and attacks,2016-04-05,"The Turkish military say it carried out air strikes in northern Iraq against targets belonging to the Kurdistan Workers' Party, hitting weapon stores and shelters. "
Armed conflicts and attacks,2016-04-12,A car bomb attack on a Turkish gendarmerie in the town of Hani kills at least two people and injures 50. 
Armed conflicts and attacks,2016-04-15,At least four Turkish Army soldiers are killed and two others are wounded after a roadside bomb hit their vehicle in the southeast Mardin Province. 
Armed conflicts and attacks,2016-04-25,The Kurdistan Workers' Party 
Armed conflicts and attacks,2016-05-01,"Three Turkish soldiers are killed and 14 others wounded in an armed attack by Kurdish militants during a military operation in the town of Nusaybin, Turkey. "
Armed conflicts and attacks,2016-05-04,Suspected Kurdistan Workers' Party 
Armed conflicts and attacks,2016-05-10,"At least three are killed in a car bomb targeting a Turkish police vehicle in Diyarbakır, Turkey. "
Armed conflicts and attacks,2016-05-13,Eight Turkish soldiers and 21 Kurdistan Workers Party 
Armed conflicts and attacks,2016-05-24,At least six Turkish soldiers are killed and four others are wounded in a PKK attack in Turkey's eastern Van Province. 
Armed conflicts and attacks,2016-05-30,Two Turkish police officers are killed in a suspected Kurdistan Workers’ Party 
Armed conflicts and attacks,2016-06-05,Turkish Air Force bombs Kurdistan Workers' Party targets in northern Iraq and southeastern Turkey killing at least 27 militants. 
Armed conflicts and attacks,2016-06-13,"A car bomb injures at least nine people, three in serious condition, in the mainly-Kurdish southeast region in Turkey's Tunceli Province. The explosion occurred close to housing for courthouse employees in the town of Ovacik. There is no immediate claim of responsibility for the attack. "
Armed conflicts and attacks,2016-06-28,Turkish Armed Forces state two soldiers are killed and three wounded in a pair of attacks by Kurdistan Workers' Party fighters in Diyarbakır Province in the country's southeast. 
Armed conflicts and attacks,2016-07-30,The Turkish military kills 35 Kurdistan Workers' Party militants after they attempt to capture a base in Turkey's Hakkâri Province. 
Armed conflicts and attacks,2016-08-18,Three bombings targeting police and military kill at least 12 people and wound 219 in southeast Turkey. 
Armed conflicts and attacks,2016-08-20,A suicide bomber targets a Kurdish wedding celebration in the Turkish city of Gaziantep killing at least 22 people and wounding 94. 
Armed conflicts and attacks,2016-08-21,The death toll from the Turkish wedding bombing rises to 50 with up to 94 people injured. Islamic State in Iraq and the Levant is suspected of conducting the attack. 
Armed conflicts and attacks,2016-08-26,"Eight Turkish police officers are killed and 40 are injured in a bombing at a police checkpoint in the town of Cizre, with the PKK believed to be responsible. "
Armed conflicts and attacks,2016-08-27,"Suspected Kurdish militants fire rockets at Diyarbakır Airport in Diyarbakır, Turkey. "
Politics and elections,2016-08-31,"Turkish Interior Minister Efkan Ala resigns amid criticism over his handling of a string of ISIL and PKK terror attacks, and is replaced by Süleyman Soylu. "
Armed conflicts and attacks,2016-09-01,Turkish Armed Forces claims that it has killed three Kurdistan Workers' Party fighters in air strikes in southeastern Turkey near the borders with Iraq. 
Armed conflicts and attacks,2016-10-09,"A suspected PKK car bomb kills at least 17 people, and injures 27 others in Turkey's southeast Hakkâri Province. "
Armed conflicts and attacks,2016-11-04,"A car bomb kills at least eight people and injures up to 100 in Diyarbakır, Turkey. "
Armed conflicts and attacks,2016-11-29,Security forces kill at least 10 PKK insurgents in Şırnak. 
Armed conflicts and attacks,2016-12-02,"A military operation leaves three Turkish soldiers dead and another three wounded in Hakkâri Province, Turkey. "
Armed conflicts and attacks,2016-12-10,Turkish fighter jets kill 19 suspected Kurdish militants in strikes on the Gara region in northern Iraq. 
#
Law and crime,2016-11-30,"Basuki Tjahaja Purnama, the current governor of Jakarta, faces charges of blasphemy for allegedly insulting Islam. "
Politics and elections,2016-12-02,"Approximately 200,000 Muslims protest in the Indonesian capital Jakarta against the Governor Basuki Tjahaja Purnama for alleged blasphemy. This is the second mass protest in a month against the minority Christian governor. "
Politics and elections,2016-12-02,"Indonesian president Joko Widodo attends the main event of the rally, Friday mass prayer, easing the tension of protesters. "
Politics and elections,2016-12-04,Thousands of Indonesians protest in Jakarta for tolerance after a large protest rally against blasphemy on Friday. 
Law and crime,2016-12-13,Jakarta Governor Basuki Tjahaja Purnama 
Law and crime,2016-12-27,"Basuki Tjahaja Purnama, the Christian Governor of the Indonesian capital Jakarta, will face prosecution for blasphemy. "
#
Politics and elections,2016-09-16,Members of the UK Independence Party 
Politics and elections,2016-10-04,Diane James resigns as the leader of the United Kingdom Independence Party after just 18 days in charge. 
Politics and elections,2016-10-06,"An altercation with a fellow UKIP MEP inside the European Parliament leaves UK Independence Party, Member of the European Parliament, and current UKIP party leadership favorite Steven Woolfe hospitalized. "
Politics and elections,2016-10-23,"Suzanne Evans, former UK Independence Party "
#
Politics and elections,2016-03-09,Peru's electoral court bans two leading candidates - Julio Guzman and César Acuña Peralta - from participating in next month's election due to breaches of electoral law. 
Politics and elections,2016-04-05,"Peruvians protest in five cities, including the capital Lima, against the presidential candidacy of Keiko Fujimori, daughter of imprisoned ex-president Alberto Fujimori, who exactly 24 years ago this day carried out a coup by shutting down Congress and taking over the courts with the support of the military. Keiko Fujimori is the front runner in Sunday's April 10, 2016, election. Yesterday, Fujimori committed to respect democratic liberties and the rule of law, and to work against corruption, which some opponents have rejected. The Organization of American States says the election could lack credibility unless two recently-disqualified candidates are allowed to run. "
Armed conflicts and attacks,2016-04-09,At least two people are killed in a remote part of Peru in an attack by Shining Path guerillas. 
Politics and elections,2016-04-10,Voters in Peru go to the polls for a general election with Keiko Fujimori and Pedro Kuczynski going through to the second round. 
Politics and elections,2016-06-05,"Early results indicate Kuczynski has a slight lead over Fujimori, 50.59 percent to 49.41 percent, with about 52% of the votes counted. "
Politics and elections,2016-06-06,"With more than 92% of the vote counted, Pedro Pablo Kuczynski is ahead of Keiko Fujimori by just over 103,000 votes, 50.3 percent to 49.6 percent, in the electorate of 23 million citizens. Ballots of Peruvians living abroad will begin to arrive tonight. Mariano Cucho, the head of the electoral office, says the count may not be finalized until Thursday or Friday. "
Politics and elections,2016-06-09,"Election officials announce all ballots have been processed and Pedro Pablo Kuczynski wins the closest presidential contest in five decades with 50.1 percent of the votes versus 49.9% for Keiko Fujimori. Fujimori has yet to concede defeat. As many as 50,000 ballots still need to be reviewed, but experts say Fujimori can not make up the difference of roughly 40,000 votes separating her from Kuczynski. "
#
Armed conflicts and attacks,2016-09-19,"A Democratic Republic of the Congo protest calling for the resignation of President Joseph Kabila turns violent in Kinshasa, leaving at least 17 people dead, including three police officers. Opposition groups say that 50 people died. "
Armed conflicts and attacks,2016-09-20,"A day after street violence in the Democratic Republic of the Congo between protesters opposed to President Joseph Kabila and security forces left at least 44 dead, armed men in military uniforms burn down the headquarters of the main opposition Union for Democracy and Social Progress "
#
Law and crime,2016-11-14,"A judge orders the release of Brendan Dassey, the subject of the Netflix series Making a Murderer. Wisconsin's Attorney General announces he intends to file an emergency appeal. "
Law and crime,2016-11-18,"The U.S. Court of Appeals for the Seventh Circuit denies the release of Brendan Dassey, subject of the 2015 documentary series Making a Murderer. "
#
Disasters and accidents,2016-01-04,"In efforts to control an influx of migrants, Denmark introduces ten days of identity checks on its southern border with Germany, while Sweden introduces similar measures on the Øresund Bridge between itself and Denmark. All three countries are subject to the Schengen Agreement on the free movement of people. "
Disasters and accidents,2016-01-16,Austria is to deploy its army on its borders with Germany and Slovenia in the wake of surging numbers of migrants entering the Central European country. 
Disasters and accidents,2016-01-22,"The United States government implements new restrictions to its visa waiver program which now requires, with limited exceptions, European, Japanese and Australian travelers to the United States who either have been visitors in the last five years to or are dual-citizens of Iran, Iraq, Syria and Sudan to obtain a travel visa. The new visa policies were mandated by legislation which was passed, in the aftermath of November 2015 Paris attacks, by Congress on the grounds of national security. "
Disasters and accidents,2016-01-23,"Around 200 migrants storm the French port of Calais, near the Channel Tunnel to Britain, after a demonstration in support of migrants living in the nearby Calais jungle camp, with approximately 50 of them boarding the P&O Ferries operated MS Spirit of Britain cross-border ferry. The port was closed following the incident. "
Disasters and accidents,2016-01-25,Greece faces suspension or expulsion from the European Union's Schengen Area if it can not prevent waves of migrants from crossing over the country into Macedonia. 
Disasters and accidents,2016-01-28,"A boat carrying Iraqi Kurd migrants sinks off the Greek island of Samos in the Aegean Sea off Turkey's Anatolian coast, killing at least 24 people, including several children, with 11 others missing. "
Disasters and accidents,2016-01-30,Almost 40 people are killed and 75 are rescued after a boat carrying migrants sinks between Turkey and Greece. 
Disasters and accidents,2016-02-04,"The President of Finland, Sauli Niinistö, in an address to the Finnish parliament "
Politics and elections,2016-02-06,Protesters rally against Islam and immigration in several European cities amid growing tensions over the massive influx of asylum-seekers to the continent. 
Disasters and accidents,2016-02-08,"At least 27 migrants die in a shipwreck in the Aegean Sea when a boat capsizes in the Turkish bay of Edremit, near the Greek island of Lesbos. "
International relations,2016-02-08,New refugee camps go up near the Syria–Turkey border after Turkey blocks thousands of refugees from entering the country. 
Disasters and accidents,2016-02-10,"NATO, during a two-day meeting, considers request from Turkey and Greece to monitor migrant transit in the Aegean Sea and to combat human traffickers squeezing refugees onto unsafe boats. "
Disasters and accidents,2016-02-14,Slovenia announces that it will be clamping down on the number of migrants that it will allow to enter the country. 
Law and crime,2016-02-18,"Xenophobic mob blocks a refugee bus in Clausnitz, German state of Saxony. "
Disasters and accidents,2016-02-19,Serbia closes its southern border with Macedonia to migrants from countries not affected by war as part of measures to prevent illegal immigration. 
Law and crime,2016-02-20,"A planned refugee shelter is set on fire in Bautzen, German state of Saxony."
Law and crime,2016-02-20,"French authorities give up to 1000 migrants, mostly Syrians and Iraqis, until 8pm local time on 23 February to leave the Calais jungle camp. Those who refuse to leave will be forcibly removed by police. "
Disasters and accidents,2016-02-21,Greece claims that Macedonia has closed its borders to migrants from Afghanistan. 
International relations,2016-02-22,"German Interior Minister Thomas de Maizière strongly criticizes Austria's decision to put a daily cap on the number of refugees the country can accept. Austria has set a limit of dealing with 80 asylum applications a day, while letting thousands of others transit to Germany. Maiziere said this sends ''the wrong signal'' and is ''unacceptable''. "
Disasters and accidents,2016-02-24,Hungary is to hold a referendum on whether to accept mandatory EU quotas for relocating migrants. 
International relations,2016-02-25,"Greece recalls its ambassador to Austria in response to Austria's hosting of a meeting with Balkan states, to which Greece was not invited, about European migrant crisis policies that would make it harder for migrants to head north across Europe. Greece's foreign ministry called the move an ''unfriendly act.'' More than 100,000 migrants have entered the EU illegally so far in 2016, nearly all of them arriving in Greece. "
Disasters and accidents,2016-02-29,Macedonian police use tear gas after hundreds of migrants frustrated with long delays broke a gate on the border with Greece and temporarily cross the border. 
Law and crime,2016-02-29,Clashes break out inside the Calais jungle camp in the port city of Calais between migrants and riot police as officials attempted to evict hundreds of migrants from the southern section of the camp. Several tents and wooden shacks were set on fire by migrants. 
Disasters and accidents,2016-03-01,"United Nations refugee agency spokesperson Adrian Edwards warns that Europe is on the verge, ''... of a largely self-induced humanitarian crisis, ...'' if the rapid build-up of migrants continues at the northern borders of an already over-stretched Greece. There are at least 24,000 there now, including 8,500 at Idomeni, the site of yesterday's incident. "
Disasters and accidents,2016-03-02,The European Union launches a new aid program worth an initial 700 million euros 
Disasters and accidents,2016-03-04,"The European Commission proposes an end-of-year target date for lifting internal border checks and restoring the 26-nation, passport-free Schengen Area. "
Disasters and accidents,2016-03-06,"At least 25 migrants, including 10 children, drown after their wooden boat capsizes in the Aegean Sea near the seaside town of Didim, Turkey. The Turkish Coast Guard was able to rescue 15 people. "
Disasters and accidents,2016-03-07,"The EU plans to boost aid to Greece and declare the route north through the Balkans closed. Presently, about 13,000 people are stranded at the Greece-Macedonia border. "
International relations,2016-03-08,"The European Union and Turkey agree on broad principles for a plan to ease the migration crisis which includes returning thousands of migrants to Turkey. For this, the EU will swiftly ease visa requirements for Turks and speed up Ankara's EU accession talks. A final agreement is to be ready for next week's two-day EU summit in Brussels, Belgium. "
Disasters and accidents,2016-03-09,"Macedonia says it will no longer let any migrants through its southern border with Greece, effectively blocking the Balkan route for migrants. The decision came after Slovenia barred access to migrants transiting the country. There are around 13,000 migrants now stranded at the Macedonia-Greece border. "
Disasters and accidents,2016-03-18,"European Union leaders offer Turkey a detailed package of cash and incentives to agree that all migrants attempting to cross the Aegean Sea by raft or boat would be sent back to Turkey which, in effect, becomes the region's migrant holding center. A number of stumbling blocks remain, such as raising the amount of aid from 3 billion euros to at least 6 billion euros; reducing the ''72 arduous conditions'' the Turks must meet to implement visa-free travel for Turkish citizens; Europe agrees to accelerate talks with Ankara on its EU bid; etc. Human Rights Watch protests the proposed fast-track collective expulsions that fail to take individual circumstances into account and breach peoples' right to seek asylum. "
International relations,2016-03-22,"Finland and Russia agree to impose temporary restrictions at two Arctic border crossing points on the Finnish–Russian border following an increased flow of asylum seekers from Russia to Finland. Under a deal clinched by Russian President Vladimir Putin and Finnish President Sauli Niinistö in Moscow, crossings at two popular entry points, Salla and Raja-Jooseppi, will be reserved only for Finnish, Russian and Belarusian citizens and their family members for a period of 180 days. "
Disasters and accidents,2016-03-23,Médecins Sans Frontières 
International relations,2016-04-02,"Austria plans to deploy soldiers on its border with Italy to stem an expected increase in migrants trying to get to northern Europe, according to Austrian Defence Minister Hans Peter Doskozil. ''As the EU's external borders are not yet effectively protected, Austria will soon ramp up strict border controls. That means massive border controls on the Brenner Pass, and with soldiers,'' Doskozil told German daily newspaper Die Welt. "
Disasters and accidents,2016-04-03,Czech Minister of the Interior Milan Chovanec says that authorities in Prague will send a group of 25 Iraqi Christians back to Iraq after they tried to move to Germany rather than staying in the Czech Republic. The refugees were on their way to Germany via bus before being stopped at the border. Czech authorities agreed to a request by the German police to take the people back. Chovanec said the 25 Iraqis abused Czech generosity and should go back to Iraq within seven days. 
Disasters and accidents,2016-04-04,Greece starts deporting migrants to Turkey. 
Disasters and accidents,2016-04-09,Five migrants drown off the island of Samos close to Turkey. 
Disasters and accidents,2016-04-10,"Macedonian police fire tear gas at refugees as they attempted to break through a fence at the Greece-Macedonia border near Idomeni, sparking clashes that injured 200 people. "
Disasters and accidents,2016-04-11,"The Italian Coast Guard rescues 1,850 in the Strait of Sicily. "
Disasters and accidents,2016-04-16,"Pope Francis offers refuge to a dozen Syrian Muslims, three families with six children, who faced deportation from Lesbos. The refugees accompanied the Pope on his return trip to Rome. "
Disasters and accidents,2016-04-18,"More than 400 migrants, mostly from Somalia, drown in the Mediterranean Sea while traveling from Egypt to Italy. "
Disasters and accidents,2016-04-20,"Up to 500 people are feared to have drowned off the coast of Libya in the Mediterranean last week, in what would be the deadliest migrant shipwreck in months. "
Disasters and accidents,2016-04-23,"German Chancellor Angela Merkel, European Council President Donald Tusk, and European Commission Vice-President Frans Timmermans meet with Syrian refugees at a camp in the southeastern Turkish town of Nizip prior to talks with a delegation led by Turkish Prime Minister Ahmet Davutoğlu. Davutoğlu stresses the importance of implementation of European Union visa liberalization for Turkish citizens in assuring the success of Europe's migrant readmission agreement with his country. Tusk announces that the EU will spend 1 billion euros "
Disasters and accidents,2016-04-25,"Turkey says it has deported more than 3,300 foreigners suspected of links to jihadi groups, and barred another 41,000 foreigners from entering the country. "
Disasters and accidents,2016-04-26,Clashes break out between migrants and riot police at the Mòria camp on the Greek island of Lesbos after a policeman reportedly hit a minor. The violence occurred as a Greek migration minister was visiting the center. Several refugees/migrants are reported injured. 
Disasters and accidents,2016-04-27,"The government of Austria passes a new law that restricts the right of asylum in the country and allows claimants to be rejected directly at the border, a move criticized by rights groups. Officials say they are also considering building a fence at the main border crossing with Italy at the Brenner Pass. "
Disasters and accidents,2016-04-30,"According to survivors, at least 70 migrants are missing after their dinghy sank off the coast of Libya. 26 people were rescued by the Italian coast guard. "
International relations,2016-05-02,"On Wednesday, the European Union will propose relaxing visa requirements for Turks as a reward for having reduced the flood of refugees and migrants into Europe. "
Disasters and accidents,2016-05-03,The government of Hungary announces it will hold a referendum regarding future European Union quotas for resettling refugees. The vote is expected to be held either in September or October of this year where a turnout of over 50 percent will render it to be valid. 
International relations,2016-05-04,The European Union proposes visa-free travel for Turkish citizens within Europe's Schengen Area and invites member states and EU lawmakers to endorse the move by June 30. The EU says Turkey has met all but five of the 72 criteria included in the agreement in exchange for its efforts to stop asylum seekers from reaching Europe. This visa deal also needs approval from the European Parliament. 
Disasters and accidents,2016-05-24,Greek authorities begin operations to clear the Idomeni refugee camp on the border with Macedonia. 
Disasters and accidents,2016-05-25,"At least five die after their overcrowded, repurposed trawler capsized in the southern Mediterranean Sea off the coast of Libya. The Italian navy rescued 562 people. "
Disasters and accidents,2016-05-26,"At least 20 people drown in the southern Mediterranean Sea when a repurposed fishing boat sinks 35 nautical miles north of Zuwara, Libya. "
Disasters and accidents,2016-05-29,The United Nations fears that approximately 700 migrants have drowned in three Mediterranean Sea shipwrecks over the past few days. 
International relations,2016-05-31,"In an interview with the German broadsheet Frankfurter Allgemeine, the Tibetan spiritual leader Dalai Lama says that Germany has taken too many refugees and ''from a moral standpoint'' refugees should ''only be accommodated temporarily'' — with the goal of them returning home to rebuild their countries. "
Disasters and accidents,2016-06-03,Greek authorities rescue 340 people from a boat carrying around 700 migrants that capsized 75 nautical miles off the Greek island of Crete. So far nine bodies have been recovered. 
Law and crime,2016-06-08,"Eritrean Mered Medhanie, aka The General, leader of one of the largest criminal operations unsafely smuggling migrants from Africa to Europe for up to €5,000 "
International relations,2016-06-12,"Italy's Coast Guard picks up 1,230 migrants in the Mediterranean Sea. More than 4,000 people have been saved at sea in the past week. "
Disasters and accidents,2016-06-13,"Police in northern Greece move more than 400 Syrians and Iraqis by bus from a makeshift camp near the Macedonian border to a shelter near the northern city of Thessaloniki. More than 50,000 migrants remain stranded in Greece following European border closures, and the European Union's agreement with Turkey. "
Disasters and accidents,2016-06-16,"Nigerien authorities discover the bodies of 34 migrants, mostly children, left behind in the Sahara desert by people smugglers who were taking them to Algeria and then to Europe. "
International relations,2016-06-23,"The Italian Coast Guard rescues 4,500 migrants at sea. "
Disasters and accidents,2016-06-30,At least 10 people drown off the coast of Libya when their dinghy sinks. The Italian Navy managed to rescue over 100 more people. 
International relations,2016-07-01,"Following his meeting at Finnish President Sauli Niinistö's residence, Russian President Vladimir Putin says that Russia would respect Finland's choice whether to join NATO, though as part of NATO's military infrastructure, Finnish Defence Forces would overnight be at the borders of the Russian Federation. Putin and Niinistö call for improved security in Baltic airspace where Russian and Western aircraft have had close encounters in recent months. "
Disasters and accidents,2016-07-05,Hungarian Prime Minister Viktor Orbán announces that the country will hold a referendum on October 2 where voters will get to choose whether or not to accept European Union-imposed quotas on the distribution of migrants. 
Disasters and accidents,2016-07-20,A Médecins Sans Frontières 
Disasters and accidents,2016-08-05,"Ventimiglian police commander Giorgio Marenco says the more than 100 migrants who crashed the Italian border town's police barriers and entered France remain, under French police surveillance, outside the French Riviera town of Menton. "
Disasters and accidents,2016-08-28,"The Spanish-based Proactiva Open Arms NGO rescues more than 700 migrants in the Mediterranean Sea about 17 miles north of Sabratha, Libya. The rescued, who are from Nigeria, are transferred to the Italian Coast Guard. "
Law and crime,2016-09-07,Hungarian prosecutors charge a woman who kicked refugees fleeing in Hungary with disorderly conduct. 
Politics and elections,2016-09-13,Luxembourg's foreign minister Jean Asselborn calls for Hungary to be expelled from the European Union for its treatment of migrants. 
Disasters and accidents,2016-09-21,"A migrant boat carrying some 600 passengers capsizes off the coast of Kafr el-Sheikh Governorate, Egypt, killing at least 52 people, with hundreds more missing. "
Disasters and accidents,2016-09-23,The death toll increases to at least 148 with another 240 believed to still be missing. 
Politics and elections,2016-10-02,"Voters in Hungary go to the polls for a referendum on whether to accept mandatory European Union quotas on relocating migrants. While an overwhelming majority of voters reject the EU's migrant quotas, turnout was too low to make the poll valid. "
Disasters and accidents,2016-10-03,"The Italian coast guard rescues more than 5,600 migrants, in one of the biggest operations in a single day. "
Disasters and accidents,2016-10-04,Authorities find at least 28 migrants dead off the coast of Libya in a day of frantic rescues. 
Disasters and accidents,2016-10-15,Syrian child refugees previously settled in the Calais jungle legally immigrate into England. 
International relations,2016-10-24,"France clears the Calais Jungle, relocating six thousand migrants. "
International relations,2016-11-03,The United Nations believes that at least 239 migrants drowned in shipwrecks near the coast of Libya. 
Disasters and accidents,2016-11-08,"The National Assembly rejects Hungarian Prime Minister Viktor Orbán's bill to block the settlement of refugees in Hungary. The far-right Jobbik party abstained from the vote, arguing the immigration ban should apply to all foreigners, and not just refugees. "
Disasters and accidents,2016-11-17,"Around 100 people are feared to have drowned in the Mediterranean Sea off the coast of Libya. So far this week, 18 people are confirmed dead and 340 missing attempting to migrate to Europe. "
Disasters and accidents,2016-11-22,Rescuers recovered 8 bodies and saved 1400 migrants adrift on the Mediterranean Sea today. 
Disasters and accidents,2016-11-25,Protesters clash with police and gendarmerie members at the Harmanli refugee camp in Bulgaria following a quarantine placed on the camp amid fears of a disease outbreak. Prime Minister Boyko Borisov says five detainees would immediately be deported as a threat to national security. 
Law and crime,2016-11-25,"The far-right mayor of the Hungarian border village of Ásotthalom, László Toroczkai, bans the open expression of Islam, including the construction of mosques and wearing of veils and headscarves, and the promotion of same-sex marriages. "
International relations,2016-11-25,Turkish President Recep Tayyip Erdoğan threatens to open Turkey's borders to allow refugees and migrants to reach Europe after the European Parliament votes to temporarily freeze talks of Turkey's accession to the EU. 
#
Politics and elections,2016-09-04,"Voters in Hong Kong go to the polls for a Legislative Council election, the first major election since the 2014 pro-democracy street protests. Several young pro-independence candidates win seats in the election. "
Politics and elections,2016-09-05,Nathan Law becomes the youngest-ever Hong Kong legislator at age 23. 
#
Disasters and accidents,2016-02-06,A 6.4 magnitude earthquake struck southern Taiwan. Taiwan's official Central News Agency reported that 14 people were killed and 484 injured. 
Disasters and accidents,2016-02-07,"The death toll from yesterday's earthquake in Taiwan rises to at least 29, with at least 120 trapped under collapsed buildings in Tainan, while 198 people have been rescued. "
Disasters and accidents,2016-02-08,"Tainan mayor William Lai warns the death toll probably will exceed 100. ''There are more fatalities than those pulled out,'' he said. "
Disasters and accidents,2016-02-09,"Taiwan authorities arrest three construction company executives of the Wei-guan Golden Dragon Building, which collapsed Saturday, on suspicion of negligent homicide. Almost all of those killed have been recovered from the rubble from this building; the 100-plus missing are likely buried in the debris. "
Disasters and accidents,2016-02-11,The death toll from the earthquake rises to 59 with 76 missing. 
Disasters and accidents,2016-02-12,"The death toll from the earthquake rises to 94 with 550 people injured, and at least 30 more missing and believed buried in the apartment complex rubble in Tainan. "
Disasters and accidents,2016-02-13,The death toll from the earthquake rises to 113 with four people still in the rubble of the Weiguan Golden Dragon high-rise tower in Tainan. 
Disasters and accidents,2016-02-14,"The earthquake death toll rises to 116. Tainan's disaster response office says search and rescue operations have ended. The last body was found yesterday. Ninety-six, of the 289 people rescued, remain hospitalized. "
#
Armed conflicts and attacks,2016-01-03,The Islamic State of Iraq and the Levant claims responsibility for a suicide bomb attack on a Iraqi Army base 
Armed conflicts and attacks,2016-01-04,Two Sunni mosques are bombed in central Iraq and a muezzin is killed amid fears of renewals of sectarian strife following Saudi Arabia's execution of Shi'ite cleric Nimr al-Nimr in Saudi Arabia. 
Armed conflicts and attacks,2016-01-11,"At least 51 people are reportedly killed in an attack on a shopping centre in Iraq's capital, Baghdad, and a car bombing outside an illegal casino in Miqdadiyah, east of Baghdad, with the Islamic State of Iraq and the Levant claiming responsibility for both attacks. "
Armed conflicts and attacks,2016-01-11,A U.S. airstrike destroys an ISIL money and payroll hub in central Mosul. 
Armed conflicts and attacks,2016-01-17,"Three Americans are missing, feared kidnapped, in Baghdad. Several unconfirmed reports claim that they were kidnapped by a shi'ite militant group. "
Armed conflicts and attacks,2016-01-19,"The United Nations Commission on Human Rights releases a report stating that at least 18,802 civilians have been killed and another 36,245 wounded between 1 January 2014 and 31 October 2015. Of these, 3,855 civilians were killed and 7,056 wounded between 1 May and 31 October 2015, with approximately half of these deaths occurring in Baghdad. "
Armed conflicts and attacks,2016-01-20,"Satellite images released by the Associated Press reveal the historic Saint Elijah's Monastery near the Iraqi city of Mosul, the oldest Christian monastery in Iraq that predates Islam, has been completely razed by Islamic State of Iraq and the Levant militants. "
Armed conflicts and attacks,2016-01-29,"A pipeline used to generate around half the electricity in Iraqi Kurdistan is blown up, knocking out power across the region. "
Armed conflicts and attacks,2016-02-09,"Iraqi Armed Forces announce the complete recapture of the city of Ramadi in western Iraq's Anbar Province from the Islamic State, along with the reopening of the Ramadi-Baghdad road. "
Armed conflicts and attacks,2016-02-16,Three Americans abducted last month in Baghdad are freed by the Iraqi National Intelligence Service. 
Armed conflicts and attacks,2016-02-17,"Iraqi authorities are searching for 10 grams of iridium-192, a radioactive material stolen from a Weatherford International oilfield services facility near Basra in November 2015. Authorities are concerned about its potential use by Islamic State, or the like, to develop a dirty bomb weapon. "
Armed conflicts and attacks,2016-02-25,"Two ISIL suicide bombers attack a Shiite mosque in Baghdad, killing at least 15 people. "
Armed conflicts and attacks,2016-02-28,"Two suicide bombers kill 70 people and injure more than 100 others at a crowded market in Sadr City, Iraq. ISIL claims responsibility for the attack. "
Armed conflicts and attacks,2016-02-29,"At least 40 people are killed and 58 others wounded following a suicide bombing at a Shi'ite funeral in the city of Miqdadiyah, Diyala Governorate. ISIL claim responsibility for the attack. "
Armed conflicts and attacks,2016-03-01,The United States Army's elite Delta Force captures their first suspected ISIL operative during a raid in northern Iraq. The detainee is being interrogated by the U.S. and is expected to be turned over to Iraqi officials in the coming days. 
Disasters and accidents,2016-03-02,"Iraqi engineers warn that the Mosul Dam could collapse at anytime, resulting in a catastrophic flash flood that could kill up to one million people along the Tigris, with the major Iraqi cites of Mosul, Tikrit, Samarra and Baghdad all at risk. The U.S. embassy in Baghdad has urged American citizens to leave the area. "
Armed conflicts and attacks,2016-03-06,"A suicide bomber kills at least 60 people and wounds 70 others after ramming his explosives-laden truck into a security checkpoint at one of the entrances to the Iraqi city of Hillah, south of Baghdad. The Islamic State of Iraq and the Levant claims responsibility for the attack. "
